year,B_assets,B_current_assets,B_equity,B_inventory,B_long_term_liabilities,B_short_term_liabilities,B_cash,PL_revenue,PL_cost_of_sales,PL_profit_before_tax,PL_net_profit,PL_interest_payable,PL_interest_receivable,CFo_materials,CFo_wages,CFo_taxes,age,okved_section,region_name
2023,407211.31,173241.27,112047.21,47906.17,17300.24,32769.74,10898.67,146103.78,90537.34,59626.24,53626.9,1216.45,360.07,63461.49,23120.61,10040.17,16,F,Челябинская обл.
2023,27946.83,17561.15,8131.48,1015.5,333.04,3100.01,2702.85,54740.02,32762.54,27599.53,19759.57,256.9,36.38,18539.76,11309.55,3935.74,0,C,Челябинская обл.
2023,2032389.26,1245366.3,1262453.47,119048.11,178185.53,96067.93,62828.77,8468124.0,6855736.65,1868719.36,1424045.79,7747.95,1483.73,4252785.74,1199027.23,734684.62,3,H,Свердловская обл.
2023,321633.01,244518.21,98593.12,46483.26,19137.19,158641.34,51540.47,516627.2,409965.84,118870.29,73647.59,3589.42,1033.77,224240.33,81368.66,30193.18,12,K,Краснодарский край
2023,1345630.17,871386.39,378926.68,88208.37,109794.39,177731.03,188220.84,988791.29,729152.7,285881.2,222563.11,7617.66,2710.0,304100.62,143679.01,44520.85,14,H,Санкт-Петербург
2023,865083.62,280752.47,481399.78,32735.21,28546.92,4654.55,32400.25,935833.87,574869.31,310748.17,230140.56,1532.96,1233.45,400642.14,177936.06,62419.92,3,H,Москва
2023,16765.61,11866.57,7722.68,1733.85,3183.75,795.59,1178.46,19883.53,16446.44,3552.01,2749.22,1699.83,76.12,6662.14,2318.64,1332.12,5,K,Нижегородская обл.
2023,54022.73,21624.81,16609.23,1529.97,3825.69,6329.37,3499.75,48453.88,43956.87,4424.89,4232.87,344.88,0.55,21083.33,1946.76,4010.32,13,G,Ростовская обл.
2023,1000235.56,492520.3,446100.05,50271.67,7143.38,6959.51,81604.66,2294068.43,1853144.45,477810.83,382881.17,164.88,6640.11,766430.52,398120.53,112655.84,1,M,Москва
2023,596719.31,350590.52,177171.74,82835.51,28522.26,1731.01,18104.67,1334853.54,928060.41,414569.19,283831.02,268.87,389.13,564307.68,266158.75,62322.2,14,F,Нижегородская обл.
2023,181443.39,154108.96,100174.63,11621.42,20496.53,13017.79,10542.08,151899.3,119158.2,35624.91,24746.54,72.51,381.54,75197.29,26175.09,5421.15,3,G,Татарстан
2023,166671.16,158337.6,91229.88,8260.51,21074.34,8090.24,3271.12,357295.55,229879.88,121851.38,103746.18,1193.26,189.92,148168.61,42156.76,21705.43,14,K,Челябинская обл.
2023,4003247.99,2566115.82,1936934.48,332563.48,218545.07,277081.56,319594.06,12813667.32,11350296.17,1500920.91,1404626.62,19490.96,6034.85,4880869.05,1194866.73,243905.17,7,M,Самарская обл.
2023,36987.52,19326.74,17139.99,4610.52,6661.88,1352.64,2705.7,142859.22,112599.41,21489.47,17488.78,92.05,146.24,62904.86,24961.06,9360.39,3,M,Нижегородская обл.
2023,885149.75,557800.0,558832.72,91616.56,22059.48,19117.7,10600.69,5532321.76,3337009.68,2106820.58,1817439.36,2447.0,62.19,2709279.0,868983.62,341657.95,12,K,Москва
2023,113201.86,77333.66,47540.52,11045.84,4787.51,15872.12,5621.23,107573.7,80673.02,34381.54,29333.24,1395.91,29.24,33270.58,15459.46,6637.45,13,G,Ростовская обл.
2023,93740.81,47048.5,26076.36,8635.69,17163.21,8129.83,901.67,574008.29,474320.36,108837.86,103427.29,379.25,28.98,256045.36,138406.7,30287.26,18,C,Челябинская обл.
2023,3243851.84,2657628.46,1537380.98,107217.78,588002.86,86936.4,122442.29,4053814.41,3026963.92,1022609.99,558395.35,14232.67,7498.32,2236708.65,416164.57,326978.91,4,F,Москва
2023,1944670.55,1136680.58,1303562.54,249588.29,180068.4,89857.52,151247.88,2157305.2,1623178.93,738652.1,635289.76,62804.82,10116.57,1029823.5,515060.61,145488.38,8,N,Свердловская обл.
2023,1470506.1,918568.49,438547.36,193519.24,230440.94,158111.89,51431.64,2583494.17,1698801.85,708906.85,636632.61,9108.21,1592.47,1099988.3,391629.8,97807.1,9,N,Краснодарский край
2023,4268627.07,2774132.23,1607669.4,408505.74,31746.13,38402.64,227341.36,4760066.21,3982528.91,513483.21,318027.45,5017.26,5084.29,2303747.1,277138.08,181912.68,8,Q,Санкт-Петербург
2023,115723.47,70966.03,54386.97,18484.8,18538.37,2215.32,167.57,210761.16,150726.49,78083.32,52606.28,625.52,2.02,98056.55,29725.73,6830.04,20,C,Москва
2023,650403.57,439569.45,268962.31,39473.47,20114.36,5936.89,48888.66,501475.35,283010.35,219617.41,148879.98,2053.75,5737.64,248410.89,99279.48,30602.87,0,J,Москва
2023,68375.22,31275.65,20657.76,8451.7,1074.41,13727.03,3044.48,90525.73,67249.23,22178.49,15359.61,1084.53,35.18,19699.02,11926.52,2715.52,1,J,Нижегородская обл.
2023,304846.06,142135.92,169074.62,27341.19,6672.67,51067.01,7996.91,864886.3,759469.61,53557.92,38679.21,3181.13,327.07,228895.95,65957.16,61984.54,8,K,Краснодарский край
2023,111140.56,42786.54,77621.11,6549.58,4812.21,18666.74,3793.42,161138.63,119453.2,45292.48,36646.71,2265.13,86.4,83869.9,22845.31,12320.57,0,J,Нижегородская обл.
2023,210972.88,129943.51,93574.02,23183.24,4882.3,31897.26,14400.04,337824.83,322216.81,24804.62,21924.33,5150.0,405.13,91034.36,36195.02,10952.17,16,M,Санкт-Петербург
2023,844753.7,563315.96,263150.75,96562.96,26119.62,112197.01,28789.9,1598265.75,1315207.76,195593.34,177942.62,5999.21,431.86,735448.16,279042.37,73982.17,9,G,Ростовская обл.
2023,20605.2,12747.73,4824.19,3539.06,239.02,1602.65,145.63,55195.1,44921.96,9886.02,6717.17,24.96,14.62,21238.8,10413.66,2778.1,4,F,Ростовская обл.
2023,35212746.18,28211531.95,15879438.52,2648094.34,989416.31,4343842.63,5877434.44,22960968.86,17614740.85,4961039.58,3366738.27,135609.62,149502.56,7356259.9,2231495.73,1553990.64,17,F,Нижегородская обл.
2023,13417.28,7368.24,7412.58,876.81,911.62,62.98,456.86,26810.82,20729.36,6424.61,6025.63,69.2,38.06,12197.99,3075.46,2203.5,5,C,Москва
2023,4323.79,2811.81,2062.54,739.24,201.71,504.04,264.86,5641.01,4251.39,1073.94,921.02,37.13,0.06,2482.63,1059.56,91.89,6,G,Ростовская обл.
2023,2221018.8,857857.11,932187.22,113543.57,75647.47,400989.98,137815.07,3601264.22,2700130.89,1126563.0,889921.44,4665.56,3515.11,2272521.12,385543.37,157146.15,0,C,Татарстан
2023,1127970.4,554888.17,393985.85,139855.48,123824.32,93918.99,172982.67,2858780.1,2381611.73,608075.31,508837.67,572.65,6554.15,1022067.86,274134.41,127729.34,6,G,Москва
2023,538957.03,352656.11,155726.44,111423.42,96568.33,28612.75,8933.07,442545.16,303770.47,130738.61,101508.54,7189.98,366.29,249600.34,40300.57,9730.06,1,J,Свердловская обл.
2023,937378.47,634947.66,487596.31,93881.07,106023.26,36550.61,80631.77,842829.68,566727.62,266981.85,225052.39,2061.06,5693.33,383691.71,141259.88,33964.18,8,N,Краснодарский край
2023,249848.08,126399.38,132332.68,29641.79,8064.46,30865.19,7273.89,141618.68,94556.03,46096.65,34096.4,1347.92,0.96,50118.54,23431.93,8292.54,3,N,Санкт-Петербург
2023,24896.75,13425.83,5838.6,1177.51,2717.34,3526.16,908.56,28223.58,27659.11,-533.86,-433.63,428.73,0.01,14109.66,3268.23,1253.87,2,G,Краснодарский край
2023,184513.62,59472.23,112697.35,14295.86,2433.38,45339.24,3377.27,535360.01,445973.24,77517.04,46412.13,1975.54,64.76,255138.58,80440.13,10229.43,3,C,Москва
2023,46831.6,23249.34,22895.44,4555.8,523.12,2355.02,754.69,65776.64,53308.62,11579.14,8076.05,12.52,0.67,27861.95,14888.98,7069.78,3,F,Челябинская обл.
2023,1948167.16,1331684.22,1145427.53,290098.17,66093.96,343349.62,129869.2,1487097.99,1002673.64,604349.02,422294.11,4202.52,14299.98,664181.89,150638.55,82271.55,17,Q,Москва
2023,101847.39,64803.53,26372.84,8317.81,13433.35,10071.49,747.17,119180.14,100389.51,24431.53,17958.97,290.99,5.63,42940.76,6246.57,6225.24,0,J,Санкт-Петербург
2023,17192.63,10747.11,4403.05,506.33,389.0,4423.7,1685.24,12189.2,9365.48,3393.35,2269.53,71.76,32.35,4112.89,2105.73,341.8,17,F,Нижегородская обл.
2023,66555.7,37102.54,26763.62,8172.21,347.91,5993.03,3832.7,56568.15,45334.67,12279.78,8792.01,264.21,7.25,28054.65,8172.96,3123.36,6,N,Нижегородская обл.
2023,406718.1,224125.86,195360.58,3345.69,4595.23,35581.82,28093.3,736957.16,502853.85,192932.2,115425.61,1408.43,622.19,293018.63,84380.67,34427.49,6,G,Самарская обл.
2023,3874290.01,1747118.17,2462356.54,2917.79,6552.45,4331.12,1359.3,3213709.13,2558198.87,-253097.38,-1003567.58,123.58,19.49,14301.57,6338.78,424.53,4,N,Нижегородская обл.
2023,21864.54,14317.43,11035.68,3655.16,1757.09,3630.11,1116.3,56893.61,41965.68,17688.67,13622.01,18.84,1.53,25487.32,10921.37,1626.87,25,G,Нижегородская обл.
2023,299578.52,183685.35,117098.73,35883.27,6997.18,120200.58,21537.81,431305.39,303396.99,100773.59,57982.61,1196.02,263.72,192590.29,17073.7,28422.39,2,G,Башкортостан
2023,342318.85,213539.46,101612.45,71720.95,22191.74,3138.77,6439.7,533009.88,454876.3,95098.04,64649.59,5267.84,95.95,147679.64,62559.42,47374.11,8,H,Свердловская обл.
2023,65502.0,30857.65,37178.94,8084.97,3929.52,431.65,2422.96,85020.65,53242.42,41651.72,34170.75,137.84,334.18,46644.47,22604.93,4875.37,41,N,Москва
2023,66654.01,15130.36,20278.51,1931.97,5681.46,22182.94,732.66,146340.94,122410.92,31699.38,22659.9,2814.31,5.12,63236.59,26219.94,10545.57,15,N,Москва
2023,186214.67,133063.96,114599.53,24242.27,3955.39,16865.64,6196.24,410953.52,348672.94,91335.59,63603.09,1966.38,146.29,164272.37,75535.39,19267.51,8,J,Татарстан
2023,2025.58,968.58,781.62,170.67,323.78,231.95,0.0,3572.93,2472.59,1139.34,878.49,19.91,0.0,1654.57,745.47,172.46,37,F,Челябинская обл.
2023,6384.55,2685.24,3900.13,143.46,189.06,504.58,484.31,12632.54,8817.1,4426.81,3635.44,42.54,22.82,5604.48,1905.66,907.26,11,G,Москва
2023,17922.74,11721.87,8987.75,1228.08,1698.5,211.5,689.34,24047.37,18220.63,4963.62,3016.08,20.45,103.73,11944.48,4565.01,2002.08,4,Q,Москва
2023,89228.21,43828.73,36008.98,5922.98,116.04,15647.81,7442.23,174565.27,141084.29,40427.5,34202.29,919.05,770.58,82708.74,32452.23,13270.79,6,J,Москва
2023,249255.81,176719.99,89151.93,3022.33,9297.48,41134.81,29004.62,314046.43,240155.86,84165.98,57566.57,801.83,585.12,154443.2,55571.17,9004.57,5,M,Нижегородская обл.
2023,3789696.18,2435072.66,1436639.92,447565.08,131401.46,169870.24,55617.1,5659874.19,4660092.77,1081824.46,841495.69,26875.86,1988.81,3141792.71,757853.77,275414.13,3,H,Москва
2023,1634075.69,1066292.23,770300.02,170685.93,102506.54,71695.68,36995.36,2124965.24,2032099.93,232688.81,180508.24,761.59,129.89,1080252.55,337025.75,118042.87,13,J,Москва
2023,137022.47,47287.37,58818.1,2183.19,827.8,29912.23,11993.5,162639.43,118601.28,39656.77,28424.07,2280.01,209.36,65698.42,19611.38,7287.29,7,G,Нижегородская обл.
2023,130549.32,95534.89,45528.11,20285.6,16305.86,1176.65,19589.96,137991.93,83965.6,52735.7,34655.84,92.04,972.98,42461.48,20787.2,7970.02,0,K,Челябинская обл.
2023,6101.95,3595.19,2441.54,853.03,119.9,1559.3,352.72,11501.23,9920.87,1635.25,1219.44,178.85,7.45,6748.69,1053.23,763.81,17,N,Санкт-Петербург
2023,131905.87,65241.75,56644.24,12928.49,11926.61,4694.86,7531.66,378945.16,359365.62,71.24,69.46,301.43,274.08,150148.56,41861.62,26547.46,3,H,Нижегородская обл.
2023,88955.77,50838.96,14637.84,7832.99,11568.73,9595.53,3159.6,238338.11,195264.9,45777.54,28226.39,1124.3,129.81,88826.05,32386.43,19953.05,47,H,Москва
2023,234010.89,66357.23,111150.53,15084.02,15449.5,77189.37,8357.11,186249.09,125015.07,45226.56,44461.22,3096.26,73.29,45878.24,19149.15,8085.29,24,G,Краснодарский край
2023,21740.47,13289.9,6575.04,3115.39,2348.8,2957.36,757.11,61792.18,47432.34,17594.52,13175.36,121.03,47.36,28044.22,7708.52,1403.88,21,F,Санкт-Петербург
2023,593488.63,234780.7,167126.46,48034.32,51481.4,38114.02,0.0,755166.91,504563.0,252364.86,197915.77,4645.0,0.0,328413.53,107085.46,43168.88,14,O,Краснодарский край
2023,8936322.71,3101792.76,1943817.1,353700.59,314077.21,1254318.22,64227.75,18002140.76,15198947.3,2334334.09,1516371.06,231132.86,454.65,4833367.88,3062400.28,1578359.67,0,G,Краснодарский край
2023,128537.21,41343.5,26315.8,8356.68,17015.67,6502.39,4186.67,121889.0,78602.68,38201.28,26261.38,49.56,251.9,56718.29,24068.55,4931.69,9,M,Самарская обл.
2023,331823.55,237885.38,85393.56,65570.36,9268.07,12929.31,7644.68,531441.59,398574.35,126633.99,91132.26,2787.43,124.07,196729.48,67392.52,33872.46,1,K,Москва
2023,1308420.75,596130.22,438212.99,78849.95,88637.11,785052.45,57206.65,2283438.6,1551747.73,810270.81,530335.7,41030.93,2381.3,1573361.12,494947.26,145945.79,2,M,Свердловская обл.
2023,56919.31,44400.43,37247.49,15444.03,6229.49,9490.45,1577.12,40420.31,32040.47,9486.83,7161.89,1294.3,37.57,14675.15,7959.99,2175.78,8,O,Москва
2023,282671.25,132750.84,100883.8,18312.91,10772.11,35102.65,7043.6,571587.83,424898.86,126525.12,92509.87,1110.87,101.65,215191.77,100144.87,28658.55,1,J,Башкортостан
2023,126943.91,37308.35,56024.16,6812.23,3662.45,6686.71,5640.65,371189.55,296089.07,59398.42,59522.79,330.33,280.92,123428.83,58530.08,11704.13,25,N,Самарская обл.
2023,181898.76,69580.16,85139.13,8781.1,8949.07,1100.35,7991.2,248669.9,194518.31,62319.13,39889.42,1020.73,210.54,136218.3,41268.27,1085.88,21,F,Краснодарский край
2023,18070.48,13288.52,7873.81,2629.29,2462.71,68.41,1321.15,53216.23,36258.04,15036.17,11913.5,67.82,19.63,20367.05,11140.95,1477.44,4,J,Нижегородская обл.
2023,164290.52,86517.9,67475.23,3514.55,34936.62,15926.51,13214.56,222914.79,187847.55,35734.98,28936.09,1945.48,46.02,77464.8,47074.92,9405.65,4,M,Свердловская обл.
2023,944591.91,441839.39,261240.82,60230.07,59519.96,162729.24,56925.05,2154998.4,1670389.76,497943.19,324440.63,226.71,3856.18,1057448.02,467090.16,155048.8,3,G,Свердловская обл.
2023,4058356.62,2329507.8,2411115.55,215783.02,351658.66,375404.91,435137.61,1996694.64,1360042.77,667806.52,575929.23,6277.68,471.44,562997.42,303630.05,95716.43,16,M,Татарстан
2023,1103622.65,690059.28,702857.09,131681.99,206233.45,243348.83,49966.12,5517842.75,5407485.89,347146.92,254181.24,23071.37,2981.69,2662420.12,980787.49,218614.09,6,M,Свердловская обл.
2023,55080551.36,39526344.68,12012019.34,10259291.62,457156.27,224715.23,2933720.45,173560424.49,143646073.3,18954332.02,9115389.26,43033.82,39273.16,103813427.38,37693388.77,5585224.99,6,N,Ростовская обл.
2023,22445.24,17221.67,6668.85,3989.93,474.17,1230.61,377.73,29042.67,22208.17,4059.24,3487.62,74.47,11.56,13843.5,3450.68,1833.64,7,G,Краснодарский край
2023,1178885.16,584767.95,455548.06,0.0,116387.88,38279.27,43425.54,656078.19,604589.47,32874.23,21235.67,1196.19,3326.76,317403.96,87966.41,50627.68,5,K,Нижегородская обл.
2023,351627.07,123453.75,106984.46,42389.77,48828.92,25017.18,19491.64,605821.46,584121.88,76269.81,49900.82,2176.68,96.21,307155.13,91358.99,43176.12,25,G,Башкортостан
2023,32372591.17,15797184.35,15562018.21,3216660.52,5037469.56,291855.32,2811886.85,23461231.6,17958753.0,7874613.34,6792233.96,116885.92,70598.31,13864902.87,4574469.46,1457481.95,1,M,Башкортостан
2023,37311.51,21978.05,12410.08,2590.77,1600.89,13799.2,3464.14,69527.94,56647.18,19246.66,14210.59,527.07,150.25,37613.88,13610.69,1424.47,2,H,Свердловская обл.
2023,24442.36,9909.82,16616.08,1908.34,183.0,741.03,0.0,44795.19,30514.47,13848.49,12326.99,94.38,0.0,20783.49,6202.2,1924.69,20,J,Санкт-Петербург
2023,31418.27,12769.25,17684.27,2478.45,1447.41,9632.84,2106.78,29273.66,22402.57,4262.64,3943.88,828.52,47.14,14940.96,2182.92,2603.78,17,G,Ростовская обл.
2023,1536.79,924.49,684.66,117.09,32.25,102.34,0.0,4015.58,3052.22,492.93,346.34,0.59,0.0,1330.79,651.77,290.88,14,F,Татарстан
2023,36457.34,19785.47,19805.02,3874.66,1003.82,18528.81,3044.73,81363.77,64967.56,13898.18,12163.57,2158.44,129.42,40489.0,8468.68,1566.25,8,F,Москва
2023,30479.11,16913.46,16846.05,2222.47,3607.71,2953.67,1318.12,74065.76,60235.91,13096.33,9027.88,209.38,72.72,23659.89,5592.2,3620.94,5,C,Татарстан
2023,259308.11,113116.86,91361.07,16701.82,1629.11,83120.57,16079.79,388559.31,324828.91,88998.9,93268.52,5771.62,692.09,148933.91,33729.44,22249.67,4,J,Краснодарский край
2023,565187.22,291320.04,182020.77,36443.46,79480.2,363.76,5841.87,415463.6,333934.8,99555.88,69375.04,602.3,76.58,46425.47,69099.51,14440.2,0,N,Москва
2023,28314382.73,11647546.85,12157549.46,761589.96,1264039.97,4686396.0,1983228.48,68875879.38,45384089.61,24274926.02,21923425.9,330500.72,340432.99,31692751.42,15018514.16,262824.82,4,C,Ростовская обл.
2023,1768532.81,1208844.81,925643.59,231695.56,128253.81,495238.7,14628.85,2304732.42,1581399.73,620789.98,547074.16,8405.12,250.18,819592.35,350191.94,119791.88,2,C,Башкортостан
2023,30690.72,21645.78,13402.24,4909.78,230.62,554.27,1296.42,22852.72,16576.43,5178.47,4235.63,22.64,0.96,12137.41,3669.44,782.59,4,H,Ростовская обл.
2023,19770.67,5398.81,4562.29,1194.17,650.89,239.78,216.57,57987.03,43593.25,15130.58,10584.37,0.76,2.93,26617.16,12127.68,1990.3,20,M,Нижегородская обл.
2023,454286.49,186517.94,147034.85,45807.69,3415.58,30126.95,0.0,1936101.7,1713599.92,289979.86,220916.03,275.75,0.0,1030799.11,140904.17,83071.14,5,F,Челябинская обл.
2023,10975.64,3572.8,4512.34,735.81,2860.89,3573.55,377.54,16039.49,10645.51,5708.26,2977.25,31.08,1.47,4998.55,2823.09,759.09,25,G,Татарстан
2023,16512157.97,7471692.2,6785178.06,1026475.72,2174878.02,1548966.84,1556841.74,72505145.61,53962570.57,14791891.26,11936026.8,51035.35,15442.55,37980994.24,10833755.89,3612086.29,2,G,Москва
2023,2782899.25,1495764.67,1827544.02,369712.8,137031.36,250335.83,388920.22,4345542.66,3803657.61,683260.24,561608.38,2041.05,640.0,2740236.77,774822.74,140448.82,2,G,Краснодарский край
2023,53234.66,17703.36,13504.65,1263.99,1077.86,971.85,1873.53,65659.46,49245.4,17812.32,14178.96,120.66,65.56,32594.4,8261.65,2993.8,12,F,Татарстан
2023,1499.71,617.46,720.87,66.65,325.12,0.14,103.12,1632.38,1348.42,196.58,83.19,0.48,0.24,814.62,178.1,24.24,12,G,Ростовская обл.
2023,3588327.32,1433200.88,2148308.5,147424.77,121286.71,715427.27,163278.38,12136620.5,9297207.11,2363463.09,1484547.01,40231.53,1113.22,5303214.88,1905758.24,682330.29,6,K,Свердловская обл.
2023,175215.96,101816.26,121350.01,27124.31,2460.4,1927.0,13229.29,176964.18,142576.2,40479.93,27940.43,33.27,38.7,65040.2,41137.02,0.0,19,J,Москва
2023,2950462.5,1653444.06,1096015.12,422327.78,195485.45,355723.7,131400.99,6357254.45,4813412.66,1469300.58,1197478.61,80017.99,257.22,3153956.23,1227239.4,281055.48,0,C,Краснодарский край
2023,2208.03,975.38,1057.59,213.59,508.44,651.97,108.95,2490.59,2108.8,579.69,472.28,156.92,1.02,670.94,310.37,170.32,19,J,Самарская обл.
2023,42725.8,24632.41,20866.05,6546.17,13.12,1199.83,3257.61,50635.33,31672.12,20231.96,15367.65,15.5,82.91,19151.52,4200.27,1458.97,1,H,Москва
2023,235347.99,110142.38,104366.9,12077.93,5120.66,30908.9,7191.46,587684.4,437042.55,136342.57,116740.53,1716.83,721.33,142745.2,38726.42,37804.92,19,O,Краснодарский край
2023,227098.13,115650.11,92687.51,24042.23,50649.55,2233.77,11027.28,280160.81,226834.24,53183.61,34933.71,75.11,689.39,97953.85,60460.1,20483.86,0,G,Челябинская обл.
2023,71228.67,57055.43,33642.51,9698.63,1069.22,7912.56,5505.52,86790.54,72328.59,14737.0,12574.03,1205.87,344.69,42024.37,8873.98,0.0,13,K,Свердловская обл.
2023,615436.04,462235.03,71470.88,114518.99,5917.28,13222.89,69143.06,1617655.85,1503279.92,-34737.26,-42597.83,708.39,401.72,761170.71,216319.94,75985.73,11,M,Нижегородская обл.
2023,7364.35,2614.81,3695.79,446.56,497.48,1176.79,94.23,24418.7,18091.75,5212.73,4302.1,3.7,0.87,10380.18,5275.92,0.0,0,F,Москва
2023,178876.59,120645.08,77836.6,18000.8,28325.04,7693.89,11691.41,368352.74,341812.25,39458.43,29915.61,755.16,27.87,160984.92,25528.66,17546.79,23,O,Нижегородская обл.
2023,199572.95,134055.05,78492.64,29930.83,10351.99,14907.75,28784.34,214604.11,153248.28,70425.78,70403.9,100.99,1301.5,49662.3,48202.92,10699.43,5,H,Москва
2023,546258.28,206354.8,363602.33,51608.0,227888.42,59970.51,35048.04,631304.08,576295.17,74067.39,62156.13,7184.02,76.1,241627.71,86689.4,220.4,2,K,Свердловская обл.
2023,1436177.23,966283.95,486875.45,122266.21,130617.35,32376.89,174849.8,2229868.27,1921581.65,477234.61,316788.19,9033.46,4267.2,784612.24,206420.77,197336.13,12,C,Нижегородская обл.
2023,11559.51,9024.39,4295.87,1580.3,71.17,1877.35,915.67,20246.33,13942.72,5755.16,4660.51,61.83,7.82,7169.1,2786.55,1128.13,0,G,Башкортостан
2023,4029.84,1537.86,2655.61,146.6,1591.99,174.31,183.4,3668.54,2974.1,1001.55,871.64,42.75,1.53,1760.74,417.74,121.13,7,J,Челябинская обл.
2023,7600258.05,3134153.2,2433242.7,0.0,318645.38,990292.49,501885.02,16276155.27,12612008.87,2930969.8,2079309.02,8303.64,70471.26,5435410.13,2800165.87,1290822.63,9,G,Москва
2023,307961.35,216388.8,109014.06,42420.16,8347.93,6367.83,41896.19,479493.79,404001.55,51213.42,46640.71,206.72,1776.97,172393.32,56385.29,6754.98,14,H,Башкортостан
2023,33094.94,19549.99,13315.98,4471.32,2160.89,4627.19,0.0,20937.17,15863.53,3231.22,2668.48,35.81,0.0,4423.88,1139.36,532.15,0,G,Нижегородская обл.
2023,8000254.22,5061932.38,4167237.52,1017272.99,232229.88,131698.48,106672.74,7500802.97,5620166.97,1713444.85,854842.09,29981.37,2715.65,2929721.24,1042400.64,30084.89,6,J,Нижегородская обл.
2023,235570.21,141598.52,104813.74,3403.33,1704.12,15660.86,25284.77,273129.12,250434.67,15815.38,12904.73,126.16,1553.54,85002.22,22443.77,23494.81,10,H,Москва
2023,4909995.03,2988244.52,1300583.83,454010.1,561.45,167311.28,249179.67,7062817.74,5439273.07,1809274.63,1323080.02,7594.48,7752.13,3022323.04,1131576.37,400086.92,13,C,Башкортостан
2023,224391.36,78767.91,79914.69,199.45,10718.36,37154.26,4702.19,860945.37,742687.83,128756.37,108729.81,1004.55,412.19,279711.85,78039.09,54401.45,22,J,Краснодарский край
2023,33044266.71,23365523.53,11470242.19,6766096.91,4793183.31,1204895.29,578304.67,55530572.84,42062457.11,-5781152.72,-13453131.59,76822.03,5731.55,23903369.67,6974604.4,3110824.06,14,G,Самарская обл.
2023,18076156.5,13113139.84,7424482.57,1221038.32,1228265.82,4630412.42,874633.29,17711387.68,16766774.3,596827.04,479502.45,298844.08,23737.31,7182524.27,2818402.32,1088813.85,4,G,Краснодарский край
2023,13301254.82,6858012.44,6266237.63,11319.02,39142.21,20892.18,640.07,22157449.94,15779794.4,5966122.99,5845787.89,1833.0,22.5,76575.81,18175.81,6724.01,6,C,Санкт-Петербург
2023,1435701.99,780273.1,675045.09,199492.09,38828.14,37679.43,175924.79,1796086.35,1290641.87,345953.6,262424.9,1955.03,2634.24,843660.91,291902.67,99536.28,3,F,Башкортостан
2023,597193.89,191301.43,123546.63,20651.52,15724.66,68188.95,18872.62,1047981.23,977191.9,19388.64,16576.87,3770.15,1199.07,247361.52,192843.59,54654.39,8,F,Свердловская обл.
2023,2762569.87,1732513.13,1512984.7,154847.18,38467.17,30434.37,167227.31,5509342.03,4052150.6,1244857.64,1091233.62,2328.3,19576.78,1617053.13,507428.66,208408.29,42,O,Москва
2023,27025.97,17183.34,12170.02,3574.64,387.45,1611.24,2324.64,73804.04,69383.73,9710.68,7460.89,36.14,47.48,31405.16,10832.97,3621.38,9,H,Ростовская обл.
2023,649635.13,351239.1,380779.63,39498.27,17448.35,97398.08,55404.7,957444.36,832195.38,134414.16,117404.44,4702.1,823.34,313098.86,0.0,53111.25,1,C,Ростовская обл.
2023,2147221.27,1543107.01,1016287.98,290410.84,270423.46,277536.45,241887.1,7269262.45,5557605.78,1952330.59,1383498.07,30333.53,4633.65,895305.31,1180285.9,379535.33,4,C,Санкт-Петербург
2023,1844.77,922.18,1018.6,130.37,348.57,216.95,151.62,4333.45,2594.31,-1734.42,-1602.74,0.77,8.71,2404.87,584.84,88.6,7,C,Москва
2023,9265.71,5880.86,4410.34,220.58,2737.0,369.19,365.49,9704.61,7550.85,2733.23,1701.44,97.4,11.37,4774.88,978.49,224.18,8,J,Москва
2023,1269.83,504.19,738.47,0.79,26.85,72.36,41.41,5719.11,4519.03,1572.14,1271.81,0.29,0.06,2699.98,948.15,409.81,11,F,Татарстан
2023,107433.25,58708.74,51854.81,11632.24,18316.38,1400.58,8579.81,188739.35,169246.68,634.35,519.55,203.37,201.09,67807.95,39377.61,8278.13,8,H,Москва
2023,821537.13,430359.64,335392.67,58130.99,26149.63,125151.17,29417.95,807235.04,757868.35,20898.87,19258.55,6219.5,15.4,373562.28,101872.35,49801.97,1,G,Москва
2023,6620994.32,3865311.25,4586310.9,524726.88,63418.82,556922.43,385346.8,22571816.8,16059876.59,7071456.69,6187077.69,62385.43,17427.22,7890293.84,2319463.54,635568.23,20,M,Татарстан
2023,213205.32,105445.16,112291.93,24850.17,34802.15,31561.9,13067.38,898875.42,773139.09,154697.58,115377.25,7113.97,156.01,395941.8,142248.17,18460.28,10,G,Краснодарский край
2023,8858885.51,4697681.93,4330660.25,1286579.43,716429.88,304328.69,691081.18,12999466.74,11134566.04,1423897.21,909327.01,3700.79,13241.25,4263066.93,1081811.29,430647.21,3,H,Челябинская обл.
2023,8366.16,5638.01,2232.45,891.91,120.47,393.76,0.0,9702.36,8609.31,944.85,786.06,13.97,0.0,5546.15,1134.99,441.93,2,K,Санкт-Петербург
2023,2667.34,1292.29,707.92,197.4,119.89,130.21,184.65,3650.61,3029.53,512.04,467.64,10.94,0.26,960.02,770.72,133.97,24,H,Краснодарский край
2023,176591.44,54569.13,80371.33,12005.83,4784.01,552.65,4691.67,376607.93,220598.18,158088.96,137635.76,42.45,24.3,204584.12,57662.05,28576.51,14,M,Ростовская обл.
